Year_of_Release;Publisher;Global_Sales;
1976;Atari;0.44;
1977;Atari;1.25;
1977;Atari;0.46;
1977;Atari;0.27;
1978;Atari;2.53;
1978;Atari;0.38;
1978;Sears;0.21;
1978;Atari;0.15;
1979;Atari;0.31;
1980;Atari;4.31;
1980;Atari;2.76;
1980;Atari;1.3;
1980;Activision;1.15;
1980;Atari;1.05;
1980;Atari;0.98;
1980;Activision;0.77;
1980;Activision;0.51;
1980;Activision;0.49;
1980;Atari;0.45;
1980;Activision;0.34;
1980;Activision;0.32;
1980;Activision;0.27;
1980;Atari;0.24;
1981;Activision;4.5;
1981;Parker Bros.;2.2;
1981;Imagic;2.13;
1981;Atari;1.97;
1981;Atari;1.65;
1981;Activision;1.6;
1981;Coleco;1.46;
1981;Atari;1.36;
1981;Imagic;1.27;
1981;Activision;1.1;
1981;Imagic;1.05;
1981;Atari;0.97;
1981;Parker Bros.;0.93;
1981;Mystique;0.82;
1981;20th Century Fox Video Games;0.79;
1981;Men-A-Vision;0.77;
1981;Atari;0.73;
1981;Tigervision;0.69;
1981;Mattel Interactive;0.67;
1981;Mattel Interactive;0.59;
1981;Coleco;0.59;
1981;Atari;0.5;
1981;Activision;0.48;
1981;Atari;0.45;
1981;Tigervision;0.45;
1981;Activision;0.43;
1981;Coleco;0.4;
1981;Activision;0.39;
1981;Data Age;0.39;
1981;Imagic;0.37;
1981;Mattel Interactive;0.36;
1981;20th Century Fox Video Games;0.34;
1981;Coleco;0.34;
1981;Starpath Corp.;0.33;
1981;Mattel Interactive;0.31;
1981;Telesys;0.29;
1981;Atari;0.26;
1981;Taito;0.24;
1981;Mattel Interactive;0.24;
1981;20th Century Fox Video Games;0.22;
1981;Parker Bros.;0.22;
1981;Atari;0.22;
1981;Atari;0.21;
1981;Mattel Interactive;0.19;
1981;Mattel Interactive;0.17;
1981;Atari;0.13;
1982;Atari;7.81;
1982;Atari;1.64;
1982;Atari;1.59;
1982;Atari;1.18;
1982;Atari;1.12;
1982;Atari;1.1;
1982;Atari;1.08;
1982;Quelle;0.87;
1982;Atari;0.78;
1982;Atari;0.77;
1982;Atari;0.72;
1982;Activision;0.66;
1982;Universal Gamex;0.63;
1982;Atari;0.62;
1982;Wizard Video Games;0.62;
1982;Parker Bros.;0.58;
1982;Activision;0.55;
1982;CPG Products;0.54;
1982;Parker Bros.;0.54;
1982;Activision;0.5;
1982;Atari;0.5;
1982;Answer Software;0.5;
1982;Ultravision;0.47;
1982;Sega;0.4;
1982;Mattel Interactive;0.39;
1982;Atari;0.38;
1982;ITT Family Games;0.34;
1982;20th Century Fox Video Games;0.34;
1982;Data Age;0.32;
1982;CBS Electronics;0.31;
1982;Tigervision;0.28;
1982;Coleco;0.27;
1982;20th Century Fox Video Games;0.25;
1982;Bom;0.22;
1982;Avalon Interactive;0.17;
1982;Activision;0.15;
1982;Atari;0.14;
1983;Nintendo;3.2;
1983;Nintendo;2.28;
1983;Nintendo;2.14;
1983;Activision;1.31;
1983;Nintendo;1.13;
1983;Nintendo;1.11;
1983;Nintendo;1.1;
1983;Atari;0.78;
1983;Atari;0.77;
1983;Atari;0.5;
1983;Atari;0.48;
1983;Atari;0.46;
1983;Atari;0.4;
1983;Activision;0.34;
1983;Parker Bros.;0.33;
1983;Activision;0.29;
1983;Atari;0.27;
1983;Parker Bros.;0.17;
1984;Nintendo;28.31;
1984;Nintendo;4.16;
1984;Nintendo;4.01;
1984;Nintendo;2.17;
1984;Nintendo;1.85;
1984;Namco Bandai Games;1.52;
1984;Nintendo;1.52;
1984;Nintendo;1.45;
1984;Nintendo;1.27;
1984;Namco Bandai Games;1.22;
1984;Hudson Soft;1.1;
1984;Nintendo;0.82;
1984;Namco Bandai Games;0.69;
1984;Activision;0.27;
1985;Nintendo;40.24;
1985;Nintendo;3.5;
1985;Nintendo;1.96;
1985;Nintendo;1.5;
1985;Nintendo;1.32;
1985;Namco Bandai Games;1.05;
1985;Hudson Soft;1.03;
1985;Capcom;1;
1985;Nintendo;0.92;
1985;Nintendo;0.51;
1985;Activision;0.45;
1985;Namco Bandai Games;0.41;
1985;Activision;0.03;
1985;Mycom;0.02;
1986;Nintendo;6.51;
1986;Namco Bandai Games;3.08;
1986;Nintendo;2.73;
1986;Nintendo;2.65;
1986;Capcom;2.52;
1986;Namco Bandai Games;2.2;
1986;Nintendo;1.96;
1986;Nintendo;1.76;
1986;Capcom;1.64;
1986;Hudson Soft;1.5;
1986;Konami Digital Entertainment;1.36;
1986;Konami Digital Entertainment;1.23;
1986;Konami Digital Entertainment;1.2;
1986;Konami Digital Entertainment;1.2;
1986;Hudson Soft;1.15;
1986;Capcom;1.14;
1986;Hudson Soft;1.05;
1986;Hudson Soft;0.96;
1986;Nintendo;0.57;
1986;Atari;0.37;
1986;Atari;0.29;
1987;Nintendo;4.38;
1987;Nintendo;3.02;
1987;Enix Corporation;2.56;
1987;Nintendo;2.4;
1987;Nintendo;2.15;
1987;Namco Bandai Games;1.42;
1987;Namco Bandai Games;1.25;
1987;Konami Digital Entertainment;0.93;
1987;SquareSoft;0.84;
1987;Capcom;0.81;
1987;Activision;0.65;
1987;Activision;0.47;
1987;Atari;0.45;
1987;Atari;0.26;
1987;Atari;0.08;
1987;Atari;0.07;
1988;Nintendo;17.28;
1988;Nintendo;7.46;
1988;Nintendo;5.58;
1988;Enix Corporation;3.87;
1988;Nintendo;2.42;
1988;Nintendo;2.14;
1988;Nintendo;1.56;
1988;Capcom;1.51;
1988;Capcom;1.43;
1988;Namco Bandai Games;1.25;
1988;Namco Bandai Games;1.18;
1988;SquareSoft;0.76;
1988;Activision;0.51;
1988;Activision;0.24;
1988;Maxis;0.03;
1989;Nintendo;30.26;
1989;Nintendo;18.14;
1989;Nintendo;5.34;
1989;Palcom;4.17;
1989;Nintendo;2.12;
1989;Nintendo;1.99;
1989;Nintendo;1.94;
1989;Capcom;1.67;
1989;Nintendo;1.61;
1989;Nintendo;1.28;
1989;Nintendo;1.2;
1989;SquareSoft;1.1;
1989;Namco Bandai Games;1.1;
1989;Konami Digital Entertainment;0.85;
1989;Activision;0.47;
1989;Atari;0.15;
1989;HAL Laboratory;0.06;
1990;Nintendo;20.61;
1990;Nintendo;4.85;
1990;Nintendo;3.41;
1990;Enix Corporation;3.12;
1990;Nintendo;2.85;
1990;Sega;2.6;
1990;Konami Digital Entertainment;2.23;
1990;Capcom;1.56;
1990;Nintendo;1.48;
1990;SquareSoft;1.4;
1990;Capcom;1.19;
1990;Capcom;1.17;
1990;Nintendo;1.15;
1990;Nintendo;1.14;
1990;Namco Bandai Games;0.33;
1990;Namco Bandai Games;0.3;
1991;Nintendo;4.61;
1991;Sega;4.34;
1991;Nintendo;1.98;
1991;Square;1.77;
1991;Nintendo;1.76;
1991;Nintendo;1.75;
1991;Nintendo;1.65;
1991;Konami Digital Entertainment;1.39;
1991;Capcom;1.18;
1991;Nintendo;1.14;
1991;Nintendo;1;
1991;Capcom;0.93;
1991;SquareSoft;0.76;
1991;Nintendo;0.73;
1991;Konami Digital Entertainment;0.63;
1991;Konami Digital Entertainment;0.48;
1991;Hudson Soft;0.44;
1991;Namco Bandai Games;0.42;
1991;Human Entertainment;0.39;
1991;Nintendo;0.38;
1991;SquareSoft;0.38;
1991;Banpresto;0.33;
1991;Namco Bandai Games;0.33;
1991;BPS;0.32;
1991;Angel Studios;0.29;
1991;Nintendo;0.28;
1991;Namco Bandai Games;0.28;
1991;Nintendo;0.28;
1991;Tecmo Koei;0.28;
1991;Tecmo Koei;0.25;
1991;Nintendo;0.23;
1991;Culture Brain;0.2;
1991;Nintendo;0.18;
1991;Banpresto;0.18;
1991;Imagineer;0.16;
1991;Imagineer;0.15;
1991;Capcom;0.12;
1991;Epoch;0.08;
1991;Imagineer;0.07;
1991;Konami Digital Entertainment;0.06;
1991;Kemco;0.05;
1992;Nintendo;11.18;
1992;Nintendo;8.76;
1992;Capcom;6.3;
1992;Sega;6.03;
1992;Nintendo;5.13;
1992;Capcom;4.1;
1992;Nintendo;3.83;
1992;Enix Corporation;2.79;
1992;Nintendo;2.75;
1992;Arena Entertainment;2.67;
1992;SquareSoft;2.45;
1992;Nintendo;2.19;
1992;Maxis;2.14;
1992;Arena Entertainment;2.05;
1992;Nintendo;1.68;
1992;Sega;1.66;
1992;Nintendo;1.24;
1992;Capcom;1.21;
1992;Nintendo;1.12;
1992;SquareSoft;0.97;
1992;Capcom;0.79;
1992;Virgin Interactive;0.79;
1992;Namco Bandai Games;0.58;
1992;Hudson Soft;0.57;
1992;Namco Bandai Games;0.46;
1992;Takara;0.39;
1992;Tecmo Koei;0.29;
1992;Ocean;0.28;
1992;Video System;0.28;
1992;Nintendo;0.23;
1992;Hudson Soft;0.22;
1992;Activision;0.21;
1992;ChunSoft;0.16;
1992;Banpresto;0.16;
1992;Konami Digital Entertainment;0.13;
1992;Sega;0.13;
1992;Sega;0.12;
1992;Konami Digital Entertainment;0.07;
1992;Epoch;0.07;
1992;Electronic Arts;0.06;
1992;Konami Digital Entertainment;0.06;
1992;Sega;0.04;
1992;id Software;0.03;
1992;New World Computing;0.02;
1993;Nintendo;10.55;
1993;Nintendo;2.99;
1993;Nintendo;2;
1993;Acclaim Entertainment;1.93;
1993;SquareSoft;1.83;
1993;Nintendo;1.75;
1993;Capcom;1.75;
1993;Banpresto;1.7;
1993;Sega;1.5;
1993;Namco Bandai Games;1.45;
1993;Namco Bandai Games;1.2;
1993;SquareSoft;1.17;
1993;Capcom;1.16;
1993;Enix Corporation;1.15;
1993;Capcom;1.02;
1993;Nintendo;0.98;
1993;Nintendo;0.8;
1993;ChunSoft;0.78;
1993;Namco Bandai Games;0.73;
1993;Namco Bandai Games;0.69;
1993;Tecmo Koei;0.62;
1993;Laguna;0.56;
1993;Hudson Soft;0.53;
1993;Tecmo Koei;0.53;
1993;Capcom;0.52;
1993;Nintendo;0.49;
1993;Namco Bandai Games;0.46;
1993;Takara;0.45;
1993;Namco Bandai Games;0.36;
1993;Ocean;0.36;
1993;Nintendo;0.35;
1993;Hudson Soft;0.32;
1993;Konami Digital Entertainment;0.31;
1993;Namco Bandai Games;0.27;
1993;Namco Bandai Games;0.22;
1993;Sammy Corporation;0.19;
1993;Sega;0.19;
1993;Hect;0.19;
1993;Capcom;0.18;
1993;Hudson Soft;0.17;
1993;Capcom;0.15;
1993;SNK;0.14;
1993;Nintendo;0.13;
1993;T&E Soft;0.12;
1993;Victor Interactive;0.11;
1993;TOHO;0.11;
1993;Konami Digital Entertainment;0.09;
1993;Sega;0.07;
1993;Capcom;0.07;
1993;SNK;0.07;
1993;Titus;0.07;
1993;Sega;0.07;
1993;Imax;0.06;
1993;Konami Digital Entertainment;0.06;
1993;Epoch;0.05;
1993;Sega;0.05;
1993;Coconuts Japan;0.05;
1993;Misawa;0.05;
1993;Sega;0.05;
1993;Interplay;0.01;
1994;Nintendo;9.3;
1994;Nintendo;5.19;
1994;Nintendo;3.91;
1994;Virgin Interactive;3.61;
1994;SquareSoft;3.42;
1994;Nintendo;3.07;
1994;Red Or;2.81;
1994;Hasbro Interactive;2.39;
1994;Activision;2.08;
1994;LucasArts;1.95;
1994;Sega;1.82;
1994;Virgin Interactive;1.79;
1994;Sega;1.76;
1994;Acclaim Entertainment;1.53;
1994;Nintendo;1.42;
1994;Virgin Interactive;1.41;
1994;Acclaim Entertainment;1.39;
1994;Acclaim Entertainment;1.34;
1994;Sony Computer Entertainment;1.27;
1994;Acclaim Entertainment;1.11;
1994;Sega;1.07;
1994;Hudson Soft;0.91;
1994;ASCII Entertainment;0.87;
1994;ChunSoft;0.81;
1994;Hudson Soft;0.81;
1994;Nintendo;0.81;
1994;Sony Computer Entertainment;0.79;
1994;Infogrames;0.78;
1994;Hudson Soft;0.7;
1994;Nintendo;0.7;
1994;Nintendo;0.59;
1994;Electronic Arts;0.57;
1994;Takara;0.56;
1994;Sega;0.55;
1994;Tecmo Koei;0.53;
1994;Namco Bandai Games;0.53;
1994;Taito;0.46;
1994;Sony Computer Entertainment;0.45;
1994;Enix Corporation;0.43;
1994;Konami Digital Entertainment;0.41;
1994;Takara;0.4;
1994;Namco Bandai Games;0.39;
1994;Sony Computer Entertainment;0.38;
1994;Sony Computer Entertainment;0.37;
1994;Human Entertainment;0.37;
1994;Banpresto;0.37;
1994;Atlus;0.37;
1994;Media Rings;0.36;
1994;Human Entertainment;0.36;
1994;Laguna;0.36;
1994;Konami Digital Entertainment;0.36;
1994;Hudson Soft;0.33;
1994;Konami Digital Entertainment;0.33;
1994;SquareSoft;0.32;
1994;Namco Bandai Games;0.31;
1994;Sega;0.3;
1994;Hudson Soft;0.3;
1994;Enix Corporation;0.29;
1994;Konami Digital Entertainment;0.28;
1994;Sega;0.28;
1994;Namco Bandai Games;0.27;
1994;Hect;0.27;
1994;Sega;0.26;
1994;Acclaim Entertainment;0.25;
1994;ArtDink;0.25;
1994;SNK;0.25;
1994;SNK;0.23;
1994;BPS;0.2;
1994;SNK;0.2;
1994;Sega;0.2;
1994;Core Design Ltd.;0.19;
1994;Namco Bandai Games;0.19;
1994;Konami Digital Entertainment;0.18;
1994;Sega;0.18;
1994;Capcom;0.16;
1994;Sega;0.14;
1994;SNK;0.12;
1994;Banpresto;0.12;
1994;Sega;0.12;
1994;Angel Studios;0.12;
1994;JVC;0.12;
1994;Time Warner Interactive;0.11;
1994;Konami Digital Entertainment;0.11;
1994;Square;0.11;
1994;Acclaim Entertainment;0.11;
1994;Sony Computer Entertainment;0.1;
1994;Sega;0.09;
1994;Electronic Arts;0.08;
1994;From Software;0.08;
1994;Sega;0.08;
1994;Sega;0.08;
1994;Atlus;0.08;
1994;Sega;0.07;
1994;Sega;0.07;
1994;Asmik Corp;0.07;
1994;Banpresto;0.07;
1994;Sony Computer Entertainment;0.07;
1994;Psygnosis;0.06;
1994;Sega;0.06;
1994;Sega;0.06;
1994;Sega;0.06;
1994;Sunsoft;0.06;
1994;Sega;0.05;
1994;Vap;0.05;
1994;Sega;0.05;
1994;Sega;0.05;
1994;Sega;0.04;
1994;Sunsoft;0.04;
1994;Sega;0.04;
1994;Konami Digital Entertainment;0.04;
1994;Culture Brain;0.03;
1994;Banpresto;0.03;
1994;Sega;0.03;
1994;Namco Bandai Games;0.03;
1994;Banpresto;0.03;
1994;Acclaim Entertainment;0.02;
1994;Micro Cabin;0.02;
1994;Sega;0.02;
1994;Sunsoft;0.02;
1994;Misawa;0.02;
1995;Nintendo;5.15;
1995;Activision;4.21;
1995;Nintendo;4.12;
1995;Sony Computer Entertainment;3.84;
1995;Sony Computer Entertainment;3.24;
1995;Nintendo;3.2;
1995;Enix Corporation;3.19;
1995;Ubisoft;3.03;
1995;Nintendo;2.36;
1995;SquareSoft;2.31;
1995;Sega;1.93;
1995;Sony Computer Entertainment;1.83;
1995;Sony Computer Entertainment;1.56;
1995;SquareSoft;1.3;
1995;Electronic Arts;1.27;
1995;Sega;1.16;
1995;ASCII Entertainment;1.15;
1995;Sony Computer Entertainment;1.11;
1995;Sony Computer Entertainment;1.07;
1995;Acclaim Entertainment;1.01;
1995;Electronic Arts;1;
1995;Psygnosis;0.9;
1995;SquareSoft;0.89;
1995;Crystal Dynamics;0.87;
1995;Sony Computer Entertainment;0.85;
1995;Virgin Interactive;0.76;
1995;Quest;0.71;
1995;Sony Computer Entertainment;0.71;
1995;Sega;0.62;
1995;Nintendo;0.62;
1995;Konami Digital Entertainment;0.6;
1995;SquareSoft;0.6;
1995;Konami Digital Entertainment;0.58;
1995;Sony Computer Entertainment;0.57;
1995;Sony Computer Entertainment;0.55;
1995;Jaleco;0.5;
1995;THQ;0.49;
1995;Compile;0.47;
1995;Psygnosis;0.47;
1995;Hudson Soft;0.47;
1995;Sony Computer Entertainment;0.46;
1995;Epoch;0.45;
1995;Atlus;0.45;
1995;Namco Bandai Games;0.45;
1995;Namco Bandai Games;0.42;
1995;Sega;0.42;
1995;Namco Bandai Games;0.41;
1995;Nintendo;0.41;
1995;Sega;0.4;
1995;ChunSoft;0.4;
1995;Namco Bandai Games;0.4;
1995;Atlus;0.38;
1995;Banpresto;0.38;
1995;Sega;0.37;
1995;New;0.36;
1995;Laguna;0.35;
1995;Sega;0.34;
1995;Virgin Interactive;0.34;
1995;Tomy Corporation;0.33;
1995;Nintendo;0.32;
1995;Electronic Arts;0.32;
1995;Virgin Interactive;0.32;
1995;Sony Computer Entertainment;0.31;
1995;Konami Digital Entertainment;0.31;
1995;Sega;0.31;
1995;Nintendo;0.3;
1995;Sony Computer Entertainment;0.3;
1995;Sega;0.3;
1995;Tecmo Koei;0.3;
1995;Hudson Soft;0.3;
1995;Sega;0.29;
1995;Human Entertainment;0.28;
1995;SNK Playmore;0.28;
1995;Laguna;0.28;
1995;Konami Digital Entertainment;0.28;
1995;Nichibutsu;0.28;
1995;Konami Digital Entertainment;0.27;
1995;GT Interactive;0.27;
1995;Banpresto;0.27;
1995;Acclaim Entertainment;0.25;
1995;Mindscape;0.24;
1995;Sony Computer Entertainment;0.24;
1995;Electronic Arts;0.24;
1995;Sega;0.23;
1995;Ocean;0.23;
1995;Sega;0.22;
1995;Namco Bandai Games;0.21;
1995;Acclaim Entertainment;0.21;
1995;SNK;0.2;
1995;Namco Bandai Games;0.2;
1995;Acclaim Entertainment;0.2;
1995;Sega;0.19;
1995;Acclaim Entertainment;0.19;
1995;Seta Corporation;0.19;
1995;Acclaim Entertainment;0.17;
1995;Panther Software;0.17;
1995;Crystal Dynamics;0.17;
1995;Konami Digital Entertainment;0.17;
1995;Sony Computer Entertainment;0.16;
1995;Konami Digital Entertainment;0.16;
1995;Electronic Arts;0.16;
1995;Sony Computer Entertainment;0.16;
1995;Sega;0.15;
1995;Nintendo;0.15;
1995;Namco Bandai Games;0.15;
1995;Sony Computer Entertainment;0.15;
1995;Sony Computer Entertainment;0.14;
1995;Virgin Interactive;0.14;
1995;NEC;0.14;
1995;Sony Computer Entertainment;0.14;
1995;THQ;0.14;
1995;Sega;0.14;
1995;Sony Computer Entertainment;0.13;
1995;Tecmo Koei;0.13;
1995;Interplay;0.13;
1995;Sony Computer Entertainment;0.13;
1995;Enix Corporation;0.13;
1995;U.S. Gold;0.13;
1995;Konami Digital Entertainment;0.13;
1995;Atlus;0.12;
1995;Sega;0.12;
1995;Sony Computer Entertainment;0.12;
1995;Tecmo Koei;0.11;
1995;Sega;0.11;
1995;Sony Computer Entertainment;0.11;
1995;Human Entertainment;0.11;
1995;Sony Computer Entertainment;0.11;
1995;Sega;0.11;
1995;Sony Computer Entertainment;0.11;
1995;Namco Bandai Games;0.11;
1995;Acclaim Entertainment;0.11;
1995;ASCII Entertainment;0.1;
1995;Acclaim Entertainment;0.1;
1995;Atlus;0.1;
1995;Core Design Ltd.;0.1;
1995;Acclaim Entertainment;0.1;
1995;Jaleco;0.1;
1995;Media Rings;0.1;
1995;Asmik Corp;0.1;
1995;Nintendo;0.09;
1995;Microprose;0.09;
1995;Sega;0.09;
1995;Electronic Arts;0.09;
1995;Sony Computer Entertainment;0.09;
1995;Konami Digital Entertainment;0.09;
1995;Namco Bandai Games;0.09;
1995;Konami Digital Entertainment;0.09;
1995;Interplay;0.09;
1995;Micro Cabin;0.08;
1995;Sega;0.08;
1995;Sony Computer Entertainment;0.08;
1995;Crystal Dynamics;0.08;
1995;SNK;0.08;
1995;Interplay;0.08;
1995;Sony Computer Entertainment;0.08;
1995;Time Warner Interactive;0.08;
1995;Sega;0.08;
1995;Psygnosis;0.08;
1995;Glams;0.08;
1995;Psygnosis;0.07;
1995;Victor Interactive;0.07;
1995;Sega;0.07;
1995;Electronic Arts;0.07;
1995;Electronic Arts;0.07;
1995;Seta Corporation;0.07;
1995;Psygnosis;0.07;
1995;Acclaim Entertainment;0.06;
1995;Telstar;0.06;
1995;Pack-In-Video;0.06;
1995;Shogakukan;0.06;
1995;Psygnosis;0.06;
1995;Yumedia;0.06;
1995;Konami Digital Entertainment;0.06;
1995;Ocean;0.06;
1995;Epoch;0.06;
1995;Atlus;0.06;
1995;Acclaim Entertainment;0.06;
1995;Pack-In-Video;0.05;
1995;Electronic Arts;0.05;
1995;Sony Computer Entertainment;0.05;
1995;Sega;0.05;
1995;Namco Bandai Games;0.05;
1995;Sega;0.05;
1995;Takara;0.05;
1995;Konami Digital Entertainment;0.05;
1995;U.S. Gold;0.05;
1995;Shogakukan;0.05;
1995;Pow;0.05;
1995;MediaQuest;0.05;
1995;Electronic Arts;0.05;
1995;Riverhillsoft;0.04;
1995;Sega;0.04;
1995;Banpresto;0.04;
1995;Psygnosis;0.04;
1995;Data East;0.04;
1995;Banpresto;0.04;
1995;Hect;0.04;
1995;Sonnet;0.04;
1995;Seta Corporation;0.04;
1995;Fuji;0.03;
1995;Sega;0.03;
1995;Hudson Soft;0.03;
1995;Taito;0.03;
1995;Angel Studios;0.03;
1995;Kokopeli Digital Studios;0.03;
1995;Sunsoft;0.03;
1995;Sega;0.03;
1995;Taito;0.03;
1995;Seta Corporation;0.03;
1995;Sony Computer Entertainment;0.03;
1995;Namco Bandai Games;0.03;
1995;Banpresto;0.03;
1995;Victor Interactive;0.02;
1995;Vivendi Games;0.02;
1995;Sony Computer Entertainment;0.02;
1995;Imageworks;0.02;
1995;Hudson Soft;0.02;
1995;Technos Japan Corporation;0.02;
1995;Electronic Arts;0.01;
1996;Nintendo;31.37;
1996;Nintendo;11.89;
1996;Nintendo;9.87;
1996;Sony Computer Entertainment;6.82;
1996;Sony Computer Entertainment;5.74;
1996;Microsoft Game Studios;5.12;
1996;Virgin Interactive;5.05;
1996;Eidos Interactive;4.63;
1996;Sony Computer Entertainment;4.05;
1996;Virgin Interactive;3.77;
1996;Nintendo;3.51;
1996;Nintendo;2.94;
1996;Virgin Interactive;2.85;
1996;GT Interactive;2.79;
1996;Nintendo;2.65;
1996;Sony Computer Entertainment;2.44;
1996;JVC;2.4;
1996;Nintendo;2.35;
1996;Nintendo;2.14;
1996;Sony Computer Entertainment;1.92;
1996;Sony Computer Entertainment;1.83;
1996;Nintendo;1.74;
1996;Activision;1.59;
1996;Sony Computer Entertainment;1.59;
1996;Fox Interactive;1.54;
1996;Electronic Arts;1.52;
1996;Namco Bandai Games;1.45;
1996;Nintendo;1.44;
1996;Sony Computer Entertainment;1.4;
1996;Enix Corporation;1.36;
1996;Electronic Arts;1.32;
1996;ASC Games;1.31;
1996;Natsume;1.25;
1996;Maxis;1.22;
1996;Electronic Arts;1.17;
1996;Sony Computer Entertainment;1.17;
1996;Psygnosis;1.17;
1996;Nintendo;1.12;
1996;Sony Computer Entertainment;1.05;
1996;ASCII Entertainment;1.05;
1996;Virgin Interactive;1.04;
1996;Eidos Interactive;1.03;
1996;Electronic Arts;1;
1996;GT Interactive;0.96;
1996;Sony Computer Entertainment;0.95;
1996;GT Interactive;0.94;
1996;Acclaim Entertainment;0.92;
1996;Sony Computer Entertainment;0.92;
1996;ASCII Entertainment;0.9;
1996;Capcom;0.88;
1996;CTO SpA;0.88;
1996;Sony Computer Entertainment;0.87;
1996;Virgin Interactive;0.85;
1996;Interplay;0.83;
1996;Nintendo;0.82;
1996;Electronic Arts;0.77;
1996;Psygnosis;0.76;
1996;GT Interactive;0.72;
1996;Konami Digital Entertainment;0.67;
1996;Acclaim Entertainment;0.62;
1996;Sega;0.62;
1996;SquareSoft;0.62;
1996;Nintendo;0.58;
1996;Banpresto;0.55;
1996;Sega;0.55;
1996;LucasArts;0.55;
1996;Microprose;0.55;
1996;ASCII Entertainment;0.53;
1996;Sony Computer Entertainment;0.53;
1996;Nintendo;0.53;
1996;Konami Digital Entertainment;0.51;
1996;Banpresto;0.51;
1996;Namco Bandai Games;0.5;
1996;Sony Computer Entertainment;0.5;
1996;Acclaim Entertainment;0.47;
1996;Electronic Arts;0.47;
1996;Sony Computer Entertainment;0.46;
1996;Konami Digital Entertainment;0.45;
1996;Konami Digital Entertainment;0.45;
1996;Namco Bandai Games;0.44;
1996;Crystal Dynamics;0.44;
1996;Hudson Soft;0.44;
1996;Sega;0.44;
1996;Sega;0.43;
1996;Sony Computer Entertainment;0.43;
1996;Sega;0.41;
1996;Pioneer LDC;0.41;
1996;Empire Interactive;0.41;
1996;Virgin Interactive;0.4;
1996;Electronic Arts Victor;0.38;
1996;Namco Bandai Games;0.38;
1996;Konami Digital Entertainment;0.38;
1996;Elf;0.36;
1996;Nintendo;0.35;
1996;Capcom;0.35;
1996;Electronic Arts;0.34;
1996;Jaleco;0.33;
1996;Electronic Arts;0.33;
1996;Electronic Arts;0.32;
1996;Hudson Soft;0.32;
1996;Infogrames;0.31;
1996;ASCII Entertainment;0.31;
1996;Sega;0.3;
1996;Sega;0.3;
1996;Virgin Interactive;0.3;
1996;Sega;0.29;
1996;Takara;0.29;
1996;Sony Computer Entertainment;0.29;
1996;Sony Computer Entertainment;0.29;
1996;Electronic Arts;0.29;
1996;Namco Bandai Games;0.28;
1996;Tomy Corporation;0.27;
1996;Microprose;0.27;
1996;ChunSoft;0.27;
1996;Sony Computer Entertainment;0.27;
1996;From Software;0.26;
1996;Sony Computer Entertainment;0.26;
1996;Activision;0.26;
1996;Sega;0.26;
1996;NEC;0.26;
1996;Psygnosis;0.25;
1996;Sony Computer Entertainment;0.25;
1996;Konami Digital Entertainment;0.25;
1996;Sony Computer Entertainment;0.25;
1996;Tecmo Koei;0.24;
1996;SquareSoft;0.24;
1996;Kadokawa Shoten;0.23;
1996;American Softworks;0.23;
1996;Enix Corporation;0.23;
1996;Nintendo;0.23;
1996;Acclaim Entertainment;0.22;
1996;Imagineer;0.22;
1996;Acclaim Entertainment;0.22;
1996;BMG Interactive Entertainment;0.21;
1996;Pioneer LDC;0.21;
1996;Seta Corporation;0.21;
1996;SNK;0.21;
1996;NCS;0.2;
1996;Namco Bandai Games;0.2;
1996;ArtDink;0.2;
1996;Atlus;0.2;
1996;SquareSoft;0.2;
1996;Sony Computer Entertainment;0.2;
1996;Namco Bandai Games;0.19;
1996;Nippon Telenet;0.19;
1996;Epoch;0.19;
1996;Konami Digital Entertainment;0.19;
1996;Interplay;0.19;
1996;Konami Digital Entertainment;0.19;
1996;SSI;0.19;
1996;GT Interactive;0.19;
1996;Imagineer;0.19;
1996;Mindscape;0.19;
1996;Accolade;0.19;
1996;Sony Computer Entertainment;0.18;
1996;Adeline Software;0.17;
1996;Sony Computer Entertainment;0.17;
1996;Hudson Soft;0.17;
1996;Gremlin Interactive Ltd;0.17;
1996;Gremlin Interactive Ltd;0.17;
1996;Konami Digital Entertainment;0.17;
1996;Tecmo Koei;0.17;
1996;Nintendo;0.17;
1996;Enix Corporation;0.16;
1996;Electronic Arts;0.16;
1996;Acclaim Entertainment;0.16;
1996;Ubisoft;0.16;
1996;Eidos Interactive;0.16;
1996;Electronic Arts;0.16;
1996;Sony Computer Entertainment;0.15;
1996;Sega;0.15;
1996;SquareSoft;0.15;
1996;Crystal Dynamics;0.15;
1996;Acclaim Entertainment;0.14;
1996;Acclaim Entertainment;0.14;
1996;Konami Digital Entertainment;0.14;
1996;Virgin Interactive;0.14;
1996;Acclaim Entertainment;0.14;
1996;Sega;0.13;
1996;Virgin Interactive;0.13;
1996;Vic Tokai;0.12;
1996;Human Entertainment;0.12;
1996;Tecmo Koei;0.12;
1996;Hudson Soft;0.12;
1996;FunSoft;0.12;
1996;SPS;0.12;
1996;Tecmo Koei;0.12;
1996;Virgin Interactive;0.12;
1996;Sega;0.11;
1996;Sega;0.11;
1996;Capcom;0.11;
1996;Sega;0.11;
1996;Konami Digital Entertainment;0.11;
1996;U.S. Gold;0.1;
1996;Micro Cabin;0.1;
1996;SNK;0.1;
1996;Activision;0.1;
1996;Asmik Ace Entertainment;0.1;
1996;Konami Digital Entertainment;0.1;
1996;Sony Computer Entertainment;0.09;
